file_offset	string
0x178318	(Ljava/lang/reflect/Member;Ljava/lang/String;Lmd/k;)Lmd/h;
0x178353	provider
0x17835C	Lmd/j;
0x178363	(Lmd/k;)V
0x17836D	hook
0x178372	(Ljava/lang/reflect/Member;Ljava/lang/String;La9/l;La9/l;)Lmd/h;
0x1783B3	(Ljava/lang/reflect/Member;Lmd/k;)Lmd/h;
0x1783DC	(Lmd/j;Ljava/lang/reflect/Member;Ljava/lang/String;La9/l;La9/l;ILjava/lang/Object;)Lmd/h;
0x178436	hookAllConstructorsBefore
0x178450	(Ljava/lang/Class;Lmd/k;)V
0x17846B	getDeclaredConstructors
0x178483	()[Ljava/lang/reflect/Constructor;
0x1784A6	AALOAD npe
0x1784B1	hookBefore
0x1784BC	hookAllMethodsAfter
0x1784D0	(Ljava/lang/Class;Ljava/lang/String;Lmd/k;)V
0x1784FD	getDeclaredMethods
0x178510	()[Ljava/lang/reflect/Method;
0x17852E	add
0x178532	iterator
0x17853B	()Ljava/util/Iterator;
0x178552	hasNext
0x17855A	next
0x17855F	java/lang/reflect/Method
0x178578	hookAllMethodsBefore
0x17858D	hookMethodAfter
0x17859D	(Ljava/lang/Class;Ljava/lang/String;Lmd/k;)Lmd/h;
0x1785CF	hookMethodBefore
0x1785E0	hookReplace
0x1785EC	(Ljava/lang/reflect/Member;Ljava/lang/String;La9/l;)Lmd/h;
0x178627	(Lmd/j;Ljava/lang/reflect/Member;Ljava/lang/String;La9/l;ILjava/lang/Object;)Lmd/h;
0x17867B	replaceHook
0x178687	(Ljava/lang/String;Lmd/k;)V
0x1786A3	(Ljava/lang/String;La9/l;)V
0x1786BF	unhook
0x1786C6	java.lang.NoSuchMethodException
0x1786E6	Method 
0x1786EE	 not found in class 
0x178703	java.lang.reflect.Method
0x17871C	java.util.Collection
0x178731	java.lang.Iterable
0x178744	java.util.ArrayList
0x178758	md.j
0x17875D	me.yun.fkwechat.loader.api.HookEngine
0x178783	md.i
0x178788	md.g
0x17878D	java.util.Iterator
0x1787A0	md.k
0x1787A5	md.b
0x1787AA	md.a
0x1787AF	md.f
0x1787B4	md.e
0x1787B9	md.d
0x1787BE	md.c
0x1787C3	special_clinit_19_00
0x1787D8	initLSPlant
0x1787E4	ANEWARRAY array size < 0
0x1787FD	AASTORE npe
0x17880B	(Ljava/lang/String;Ljava/lang/String;)I
0x178833	getMessage
0x17883E	loadLibrary
0x17884A	nativeInitLSPlant
0x17885C	getStackTrace
0x17886A	()[Ljava/lang/StackTraceElement;
0x17888B	(Ljava/lang/Object;)Ljava/lang/StringBuilder;
0x1788B9	nativeHook
0x1788C4	(Ljava/lang/reflect/Executable;Ljava/lang/Object;Z)Z
0x1788F9	nativeUnhook
0x178906	(Ljava/lang/reflect/Method;)Z
0x178924	fkw_zygisk
0x17892F	System.loadLibrary(fkw_zygisk) OK
0x178951	All System.load paths failed, trying System.loadLibrary...
0x17898C	) unexpected: 
0x17899B	System.load(
0x1789A8	android.util.Log
0x1789B9	  at 
0x1789BF	) OK
0x1789C4	 — 
0x1789CA	Trying System.load(
0x1789DE	) failed: 
0x1789E9	nativeInitLSPlant threw: 
0x178A03	nativeInitLSPlant() returned: 
0x178A22	)...
0x178A27	FkWeChat/ZE
0x178A33	Calling nativeInitLSPlant()...
0x178A52	java.lang.Throwable
0x178A66	me.yun.fkwechat.loader.driver.HookProviderZygisk
0x178A97	System.loadLibrary also failed: 
0x178AB8	nativeInitLSPlant UnsatisfiedLinkError: 
0x178AE1	/data/adb/modules_update/fkwechat/lib/arm64-v8a/libfkw_zygisk.so
0x178B22	/data/adb/modules/fkwechat/lib/arm64-v8a/libfkw_zygisk.so
0x178B5C	java.lang.UnsatisfiedLinkError
0x178B7B	me.yun.fkwechat.loader.driver.HookProviderZygisk$Companion
0x178BB6	special_clinit_20_60
0x178BCB	callback
0x178BD4	([Ljava/lang/Object;)Ljava/lang/Object;
0x178BFC	isStatic
0x178C05	(Ljava/lang/Object;Ljava/lang/Object;)Ll8/r;
0x178C34	([Ljava/lang/Object;II)[Ljava/lang/Object;
0x178C5F	[Ljava/lang/Object;
0x178C73	(Ljava/lang/Object;[Ljava/lang/Object;)V
0x178C9C	replace
0x178CA4	La9/l;
0x178CAD	before
0x178CB4	isResultSet
0x178CC0	backup
0x178CC7	Ljava/lang/reflect/Method;
0x178CE2	copyOf
0x178CE9	([Ljava/lang/Object;I)[Ljava/lang/Object;
0x178D13	(Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;
0x178D4D	setResultInternal
0x178D5F	setThrowable
0x178D6C	(Ljava/lang/Throwable;)V
0x178D85	getTargetException
0x178D98	()Ljava/lang/Throwable;
0x178DB0	after
0x178DB6	getThrowable
0x178DC3	java.util.Arrays
0x178DD4	m8.r
0x178DD9	java.lang.reflect.InvocationTargetException
0x178E05	me.yun.fkwechat.loader.driver.HookProviderZygisk$ZygiskHookEntry
0x178E46	a9.l
0x178E4B	me.yun.fkwechat.loader.driver.HookProviderZygisk$ZygiskHookParam
0x178E8C	l8.r
0x178E91	l8.x
0x178E96	special_clinit_21_00
0x178EAB	method
0x178EB2	Companion
0x178EBC	Lme/yun/fkwechat/loader/driver/HookProviderZygisk$Companion;
0x178EF9	me.yun.fkwechat.loader.driver.HookProviderZygisk$ZygiskHookHandle
0x178F3B	special_clinit_22_00
0x178F50	arg
0x178F54	(I)Ljava/lang/Object;
0x178F6A	getArgs
0x178F72	()[Ljava/lang/Object;
0x178F88	args
0x178F8D	getHasThrowable
0x178F9D	_result
0x178FA5	getThisObject
0x178FB3	thisObject
0x178FBE	throwable
0x178FC8	Ljava/lang/Throwable;
0x178FDE	setArg
0x178FE5	(ILjava/lang/Object;)V
0x178FFC	setResult
0x179006	setResultSet
0x179013	skipWith
0x17901C	special_clinit_23_140
0x179032	(Lb9/k;)V
0x17903C	(Lme/yun/fkwechat/loader/driver/HookProviderZygisk$ZygiskHookEntry;Ljava/lang/reflect/Method;)V
0x17909C	handles
0x1790A4	Ljava/util/concurrent/ConcurrentHashMap;
0x1790CD	me/yun/fkwechat/loader/driver/HookProviderZygisk$ZygiskHookHandle
0x17910F	getModifiers
0x17911C	(I)Z
0x179121	(La9/l;La9/l;La9/l;Ljava/lang/reflect/Method;ZLjava/lang/reflect/Member;)V
0x17916C	log
0x179170	(ILjava/lang/String;Ljava/lang/String;)V
0x179199	println
0x1791A1	(ILjava/lang/String;Ljava/lang/String;)I
0x1791CA	java.util.Map
0x1791D8	java.util.concurrent.ConcurrentHashMap
0x1791FF	java.lang.reflect.Modifier
0x17921A	special_clinit_24_00
0x17922F	intercept
0x179239	(Lio/github/libxposed/api/XposedInterface$Chain;)Ljava/lang/Object;
0x17927D	(La9/l;Lio/github/libxposed/api/XposedInterface$Chain;)Ll8/i0;
0x1792BC	me.yun.fkwechat.loader.driver.c
0x1792DC	me.yun.fkwechat.loader.driver.a
0x1792FC	special_clinit_25_20
0x179311	(La9/l;La9/l;Lio/github/libxposed/api/XposedInterface$Chain;)Ljava/lang/Object;
0x179361	me.yun.fkwechat.loader.driver.b
0x179381	special_clinit_26_20
0x179396	getMethods
0x1793A1	getParameterCount
0x1793B3	java/lang/reflect/InvocationTargetException
0x1793DF	(Lio/github/libxposed/api/XposedInterface$HookHandle;)V
0x179417	Lio/github/libxposed/api/XposedInterface;
0x179441	java/lang/reflect/Executable
0x17945E	(Ljava/lang/reflect/Executable;)Lio/github/libxposed/api/XposedInterface$HookBuilder;
0x1794B4	setId
0x1794BA	(Ljava/lang/String;)Lio/github/libxposed/api/XposedInterface$HookBuilder;
0x179504	(La9/l;La9/l;)V
0x179514	(Lio/github/libxposed/api/XposedInterface$Hooker;)Lio/github/libxposed/api/XposedInterface$HookHandle;
0x17957B	(La9/l;)V
0x179585	get
0x179589	me/yun/fkwechat/loader/driver/f
0x1795A9	()Lio/github/libxposed/api/XposedInterface$HookHandle;
0x1795E0	md/h
0x1795E5	Array contains no element matching the predicate.
0x179617	io.github.libxposed.api.XposedInterface$HookBuilder
0x17964B	java.lang.reflect.Executable
0x179668	proceed
0x179670	io.github.libxposed.api.XposedInterface
0x179698	java.util.NoSuchElementException
0x1796B9	md.h
0x1796BE	io.github.libxposed.api.XposedInterface$HookHandle
0x1796F1	me.yun.fkwechat.loader.driver.f
0x179711	me.yun.fkwechat.loader.driver.e
0x179731	special_clinit_27_00
0x179746	()Ljava/lang/reflect/Member;
0x179763	Ljava/lang/reflect/Member;
0x17977E	()Lde/robv/android/xposed/XC_MethodHook;
0x1797A7	Lde/robv/android/xposed/XC_MethodHook;
0x1797CE	unhookMethod
0x1797DB	(Ljava/lang/reflect/Member;Lde/robv/android/xposed/XC_MethodHook;)V
0x17981F	me.yun.fkwechat.loader.driver.d$a
0x179841	de.robv.android.xposed.XposedBridge
0x179865	special_clinit_28_40
0x17987A	afterHookedMethod
0x17988C	(Lde/robv/android/xposed/XC_MethodHook$MethodHookParam;)V
0x1798C6	beforeHookedMethod
0x1798D9	me.yun.fkwechat.loader.driver.d$b
0x1798FB	me.yun.fkwechat.loader.driver.g
0x17991B	special_clinit_29_30
0x179930	replaceHookedMethod
0x179944	(Lde/robv/android/xposed/XC_MethodHook$MethodHookParam;)Ljava/lang/Object;
0x17998F	me.yun.fkwechat.loader.driver.d$c
0x1799B1	special_clinit_30_20
0x1799C6	me.yun.fkwechat.loader.driver.d$d
0x1799E8	special_clinit_31_20
0x1799FD	hookMethod
0x179A08	(Ljava/lang/reflect/Member;Lde/robv/android/xposed/XC_MethodHook;)Lde/robv/android/xposed/XC_MethodHook$Unhook;
0x179A78	(Lde/robv/android/xposed/XC_MethodHook;Ljava/lang/reflect/Member;)V
0x179ABC	me/yun/fkwechat/loader/driver/d$a
0x179AE0	] 
0x179AE3	me.yun.fkwechat.loader.driver.d
0x179B03	special_clinit_32_00
0x179B18	special_clinit_33_110
0x179B2E	Lio/github/libxposed/api/XposedInterface$HookHandle;
0x179B63	special_clinit_34_30
0x179B78	Lde/robv/android/xposed/XC_MethodHook$MethodHookParam;
0x179BAF	de.robv.android.xposed.XC_MethodHook$MethodHookParam
0x179BE4	special_clinit_35_70
0x179BF9	onPackageLoaded
0x179C09	(Lio/github/libxposed/api/XposedModuleInterface$PackageLoadedParam;)V
0x179C4F	getPackageName
0x179C5E	detach
0x179C65	(Ljava/io/File;Ljava/nio/charset/Charset;ILjava/lang/Object;)Ljava/lang/String;
0x179CB5	NEWARRAY Char array size < 0
0x179CD2	CASTORE npe
0x179CDE	s1
0x179CE1	(Ljava/lang/String;[C)Ljava/lang/String;
0x179D0A	getApiVersion
0x179D18	apiVersion
0x179D23	(Lio/github/libxposed/api/XposedInterface;)V
0x179D50	com.tencent.mm
0x179D5F	io.github.libxposed.api.XposedModule
0x179D84	/proc/self/cmdline
0x179D97	me.yun.fkwechat.loader.entry.Xp102Entry
0x179DBF	ld.e
0x179DC4	io.github.libxposed.api.XposedModuleInterface$PackageLoadedParam
0x179E05	special_clinit_36_00
0x179E1A	handleLoadPackage
0x179E2C	(Lde/robv/android/xposed/callbacks/XC_LoadPackage$LoadPackageParam;)V
0x179E72	processName
0x179E7E	classLoader
0x179E8A	Ljava/lang/ClassLoader;
0x179EA2	TRUE
0x179EA7	Ljava/lang/Boolean;
0x179EBB	returnConstant
0x179ECA	(Ljava/lang/Object;)Lde/robv/android/xposed/XC_MethodReplacement;
0x179F0C	findAndHookMethod
0x179F1E	(Ljava/lang/String;Ljava/lang/ClassLoader;Ljava/lang/String;[Ljava/lang/Object;)Lde/robv/android/xposed/XC_MethodHook$Unhook;
0x179F9C	packageName
0x179FA8	getXposedVersion
0x179FB9	de.robv.android.xposed.XC_MethodReplacement
0x179FE5	isModuleActive
0x179FF4	me.yun.fkwechat.ui.activity.MainActivity
0x17A01D	me.yun.fkwechat
0x17A02D	de.robv.android.xposed.callbacks.XC_LoadPackage$LoadPackageParam
0x17A06E	me.yun.fkwechat.loader.entry.Xp82Entry
0x17A095	de.robv.android.xposed.XposedHelpers
0x17A0BA	special_clinit_37_00
0x17A0CF	getApplication
0x17A0DE	()Landroid/app/Application;
0x17A0FA	forName
0x17A102	(Ljava/lang/String;)Ljava/lang/Class;
0x17A128	getMethod
0x17A132	(Ljava/lang/String;[Ljava/lang/Class;)Ljava/lang/reflect/Method;
0x17A173	android/app/Application
0x17A18B	run
0x17A18F	retries
0x17A197	java/lang/ArithmeticException
0x17A1B5	IREM % by 0
0x17A1C3	getMainLooper
0x17A1D1	()Landroid/os/Looper;
0x17A1E7	(Landroid/os/Looper;)V
0x17A1FE	postDelayed
0x17A20A	(Ljava/lang/Runnable;J)Z
0x17A223	(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I
0x17A260	currentApplication
0x17A273	LoaderCore.bootstrap() done ✓
0x17A293	android.os.Handler
0x17A2A6	android.os.Looper
0x17A2B8	WeChat Application: 
0x17A2CD	me.yun.fkwechat.loader.entry.ZygiskEntry$BootstrapTask
0x17A304	ms)
0x17A308	Native libs preloaded via memfd — skipping System.loadLibrary
0x17A348	Giving up — WeChat Application not found after 15 seconds
0x17A384	AppConfig.hostProcessName set to: 
0x17A3A7	 (Captured in 
0x17A3B6	/150)
0x17A3BC	android.app.ActivityThread
0x17A3D7	App not ready (retry 
0x17A3ED	Bootstrap failed
0x17A3FE	special_clinit_38_30
0x17A413	()Ljava/util/Set;
0x17A425	Ljava/lang/reflect/Executable;
0x17A444	arraycopy
0x17A44E	(Ljava/lang/Object;ILjava/lang/Object;II)V
0x17A479	java/lang/reflect/Constructor
0x17A497	newInstance
0x17A4A3	Failed to invoke LoadedApk.<init> backup
0x17A4CC	java.util.Set
0x17A4DA	me.yun.fkwechat.loader.entry.ZygiskEntry
0x17A503	java.lang.reflect.Constructor
0x17A521	me.yun.fkwechat.loader.entry.ZygiskEntry$LoadedApkCtorMarker
0x17A55E	special_clinit_39_20
0x17A573	newKeySet
0x17A57D	()Ljava/util/concurrent/ConcurrentHashMap$KeySetView;
0x17A5B3	sTrackedLoadedApks
0x17A5C6	Ljava/util/Set;
0x17A5D6	bootstrapAfterLSPlant
0x17A5EC	(Ljava/lang/ClassLoader;)V
0x17A607	getClassLoader
0x17A616	()Ljava/lang/ClassLoader;
0x17A630	getDeclaredField
0x17A641	(Ljava/lang/String;)Ljava/lang/reflect/Field;
0x17A66F	setAccessible
0x17A67D	set
0x17A681	(Ljava/lang/Object;Ljava/lang/Object;)V
0x17A6A9	post
0x17A6AE	(Ljava/lang/Runnable;)Z
0x17A6C6	concat
0x17A6CD	installBootstrapHook
0x17A6E2	getDeclaredMethod
0x17A6F4	invokeBackup
0x17A701	([Ljava/lang/Object;)V
0x17A718	resolveClass
0x17A725	(Ljava/lang/ClassLoader;Ljava/lang/String;)Ljava/lang/Class;
0x17A762	tryLoadClass
0x17A76F	getSystemClassLoader
0x17A784	(Ljava/lang/String;ZLjava/lang/ClassLoader;)Ljava/lang/Class;
0x17A7C2	sAppClassLoader
0x17A7D2	java/lang/ClassLoader
0x17A7E8	nativeOnAppClassLoaderReady
0x17A804	Bootstrap hook installed: getClassLoader()
0x17A82F	STEP2: HookEngine.provider ✓
0x17A84E	STEP2: setting HookEngine.provider...
0x17A874	===== bootstrapAfterLSPlant() done =====
0x17A89D	STEP1: THREW: 
0x17A8AC	STEP3: BootstrapTask scheduled ✓
0x17A8CF	===== ZygiskEntry.init() =====
0x17A8EE	STEP3: scheduling fast-poll BootstrapTask...
0x17A91B	Failed to invoke backup
0x17A933	STEP1: calling initLSPlant()...
0x17A953	Unknown backup type: 
0x17A969	Bootstrap hook FAILED
0x17A97F	STEP1: LSPlant init returned FALSE
0x17A9A2	java.lang.ClassLoader
0x17A9B8	 found via own classloader
0x17A9D3	android.app.LoadedApk
0x17A9E9	java.lang.StackTraceElement
0x17AA05	STEP3: THREW: 
0x17AA14	===== bootstrapAfterLSPlant() =====
0x17AA38	STEP2: THREW: 
0x17AA47	java.lang.reflect.AccessibleObject
0x17AA6A	ClassLoader from getClassLoader(): 
0x17AA8E	===== ZygiskEntry.init() done =====
0x17AAB2	java.lang.reflect.Field
0x17AACA	STEP1: LSPlant ready ✓
0x17AAE3	Classloader: 
0x17AAF1	installBootstrapHook threw
0x17AB0C	backup.invoke threw
0x17AB20	java.lang.ClassNotFoundException
0x17AB41	 found via system classloader
0x17AB5F	callback error
0x17AB6E	special_clinit_40_00
0x17AB85	(Lme/yun/fkwechat/ui/activity/MainActivity;Landroidx/compose/runtime/r;I)Ll8/i0;
0x17ABD8	(ZI)Z
0x17ABE0	(IIILjava/lang/String;)V
0x17ABF9	Landroidx/compose/runtime/r$a;
0x17AC18	(Lme/yun/fkwechat/ui/activity/MainActivity;)V
0x17AC48	a9/a
0x17AC4F	(ZLa9/a;La9/a;ZLandroidx/compose/runtime/r;I)V
0x17AC84	(Lme/yun/fkwechat/ui/activity/MainActivity;)Ll8/i0;
0x17ACBE	(Lx3/o1;Lme/yun/fkwechat/ui/activity/MainActivity;Landroidx/compose/runtime/r;I)Ll8/i0;
0x17AD16	(Landroidx/compose/runtime/r;I)Z
0x17AD37	(Z)Z
0x17AD3C	(Lx3/o1;Z)V
0x17AD48	(La9/a;Landroidx/compose/runtime/r;I)V
0x17AD6F	(IZLjava/lang/Object;Landroidx/compose/runtime/r;I)Le1/f;
0x17ADA9	(ZZLa9/p;Landroidx/compose/runtime/r;II)V
0x17ADD5	(Lx3/o1;Z)Ll8/i0;
0x17ADE9	Ll1/m$a;
0x17ADF2	(Ll1/m;FILjava/lang/Object;)Ll1/m;
0x17AE15	Ls0/v5;
0x17AE1D	(Landroidx/compose/runtime/r;I)Ls0/h1;
0x17AE44	(Ll1/m;Ls1/i3;JJFFLn/w;La9/p;Landroidx/compose/runtime/r;II)V
0x17AE82	(Landroid/content/Context;Ljava/lang/String;)V
0x17AEB1	getPackageManager
0x17AEC3	()Landroid/content/pm/PackageManager;
0x17AEE9	setComponentEnabledSetting
0x17AF04	(Landroid/content/ComponentName;II)V
0x17AF29	makeText
0x17AF32	(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;
0x17AF7D	show
0x17AF82	recreate
0x17AF8B	onCreate
0x17AF94	(Landroid/os/Bundle;)V
0x17AFAB	getApplicationContext
0x17AFC1	()Landroid/content/Context;
0x17AFDD	getWindow
0x17AFE7	()Landroid/view/Window;
0x17AFFF	(Landroid/view/Window;Z)V
0x17B019	getDecorView
0x17B026	()Landroid/view/View;
0x17B03C	(Landroid/view/Window;Landroid/view/View;)V
0x17B068	(Lx3/o1;Lme/yun/fkwechat/ui/activity/MainActivity;)V
0x17B09D	(IZLjava/lang/Object;)Le1/f;
0x17B0BA	(Lb/h;Landroidx/compose/runtime/e0;La9/p;ILjava/lang/Object;)V
0x17B0F9	getComponentEnabledSetting
0x17B114	(Landroid/content/ComponentName;)I
0x17B137	addCategory
0x17B143	(Ljava/lang/String;)Landroid/content/Intent;
0x17B170	setComponent
0x17B17D	(Landroid/content/ComponentName;)Landroid/content/Intent;
0x17B1B7	setFlags
0x17B1C0	(I)Landroid/content/Intent;
0x17B1DC	startActivity
0x17B1EA	(Landroid/content/Intent;)V
0x17B206	getLaunchIntentForPackage
0x17B220	me.yun.fkwechat.ui.activity.MainActivity.onCreate.<anonymous> (MainActivity.kt:91)
0x17B273	android.content.pm.PackageManager
0x17B295	x3.o1
0x17B29B	androidx.compose.runtime.g1
0x17B2B7	androidx.compose.runtime.c0
0x17B2D3	qd.c0
0x17B2D9	c.a
0x17B2DD	s0.v5
0x17B2E3	桌面图标已恢复
0x17B2F9	me.yun.fkwechat.ui.activity.MainActivity.onCreate.<anonymous>.<anonymous>.<anonymous> (MainActivity.kt:95)
0x17B364	androidx.compose.runtime.r$a
0x17B381	x3.x
0x17B386	l1.m
0x17B38B	操作失败: 
0x17B39A	android.view.Window
0x17B3AE	android.intent.category.LAUNCHER
0x17B3CF	e1.l
0x17B3D4	未找到微信
0x17B3E4	androidx.compose.runtime.r
0x17B3FF	android.content.Intent
0x17B416	.ui.activity.MainActivityLauncher
0x17B438	s0.h1
0x17B43E	s0.sa
0x17B444	android.widget.Toast
0x17B459	b.h
0x17B45D	me.yun.fkwechat.ui.activity.MainActivity.onCreate.<anonymous>.<anonymous> (MainActivity.kt:94)
0x17B4BC	android.content.ComponentName
0x17B4DA	android.intent.action.MAIN
0x17B4F5	n.p0
0x17B4FA	ud.c
0x17B4FF	t.f3
0x17B504	1.2.6
0x17B50A	qd.g
0x17B50F	桌面图标已隐藏
0x17B525	qd.h
0x17B52A	qd.i
0x17B52F	qd.j
0x17B534	qd.e
0x17B539	qd.f
0x17B53E	special_clinit_41_00
0x17B553	(Lme/yun/fkwechat/ui/activity/ManagerActivity;Landroidx/compose/runtime/r;I)Ll8/i0;
0x17B5A7	onCreate$lambda$0$0$0$0
0x17B5BF	onCreate$lambda$0$0
0x17B5D3	onCreate$lambda$0$0$0
0x17B5E9	(Lme/yun/fkwechat/ui/activity/ManagerActivity;)Ll8/i0;
0x17B620	onCreate$lambda$0$0$0$0$0$0
0x17B63C	()Landroidx/compose/runtime/h3;
0x17B65C	(Ljava/lang/Object;)Landroidx/compose/runtime/i3;
0x17B68E	(Lme/yun/fkwechat/ui/activity/ManagerActivity;)V
0x17B6BF	(Landroidx/compose/runtime/i3;La9/p;Landroidx/compose/runtime/r;I)V
0x17B705	finish
0x17B70C	attachBaseContext
0x17B71E	(Landroid/content/Context;)V
0x17B73B	createPackageContext
0x17B750	(Ljava/lang/String;I)Landroid/content/Context;
0x17B77F	getLifecycle
0x17B78C	()Landroidx/lifecycle/k;
0x17B7A5	lifecycleRegistry
0x17B7B7	Landroidx/lifecycle/q;
0x17B7CE	getSavedStateRegistry
0x17B7E4	()Lm4/g;
0x17B7ED	savedStateController
0x17B802	Lm4/i;
0x17B809	Landroidx/lifecycle/k$b;
0x17B822	(Landroidx/lifecycle/k$b;)V
0x17B83E	setStatusBarColor
0x17B850	(Landroid/content/Context;Landroid/util/AttributeSet;IILb9/k;)V
0x17B890	(Landroid/view/View;Landroidx/lifecycle/o;)V
0x17B8BD	(Landroid/view/View;Lm4/j;)V
0x17B8DA	Lm2/f3$d;
0x17B8E4	setViewCompositionStrategy
0x17B8FF	(Lm2/f3;)V
0x17B90A	setContent
0x17B915	(La9/p;)V
0x17B91F	setContentView
0x17B92E	(Landroid/view/View;)V
0x17B945	onDestroy
0x17B94F	onKeyDown
0x17B959	(ILandroid/view/KeyEvent;)Z
0x17B975	onResume
0x17B97E	onSaveInstanceState
0x17B992	onStart
0x17B99A	qd.g0
0x17B9A0	androidx.lifecycle.p0
0x17B9B6	m2.i0
0x17B9BC	m4.i
0x17B9C1	androidx.lifecycle.k$b
0x17B9D8	m4.n
0x17B9DD	me.yun.fkwechat.ui.activity.ManagerActivity.onCreate.<anonymous>.<anonymous> (ManagerActivity.kt:46)
0x17BA42	qd.f0
0x17BA48	androidx.compose.runtime.h3
0x17BA64	m2.a
0x17BA69	qd.e0
0x17BA6F	androidx.compose.runtime.i3
0x17BA8B	me.yun.fkwechat.ui.activity.ManagerActivity.onCreate.<anonymous>.<anonymous>.<anonymous> (ManagerActivity.kt:47)
0x17BAFC	me.yun.fkwechat.ui.activity.ManagerActivity
0x17BB28	androidx.lifecycle.q
0x17BB3D	m2.k1
0x17BB43	me.yun.fkwechat.ui.activity.ManagerActivity.onCreate.<anonymous>.<anonymous>.<anonymous>.<anonymous> (ManagerActivity.kt:48)
0x17BBC0	qd.d0
0x17BBC6	m2.f3$d
0x17BBCE	androidx.compose.runtime.o0
0x17BBEA	sd.nb
0x17BBF0	special_clinit_42_00
0x17BCF8	Android (7155654, based on r399163b1) clang version 11.0.5 (https://android.googlesource.com/toolchain/llvm-project 87f1315dfbea7c137aa2e6d362dbb457e388158d)
0x17BD96	Linker: LLD 11.0.5 (/buildbot/src/android/llvm-r399163b/out/llvm-project/lld 87f1315dfbea7c137aa2e6d362dbb457e388158d)
0x17BE0E	.init_array
0x17BE1A	.fini_array
0x17BE26	.text
0x17BE2C	.got
0x17BE31	.comment
0x17BE3A	.note.android.ident
0x17BE4E	.got.plt
0x17BE57	.rela.plt
0x17BE61	.bss
0x17BE66	.dynstr
0x17BE6E	.eh_frame_hdr
0x17BE7C	.gnu.version_r
0x17BE8B	.data.rel.ro
0x17BE98	.rela.dyn
0x17BEA2	.gnu.version
0x17BEAF	.dynsym
0x17BEB7	.gnu.hash
0x17BEC1	.eh_frame
0x17BECB	.gcc_except_table
0x17BEDD	.note.gnu.build-id
0x17BEF0	.dynamic
0x17BEF9	.shstrtab
0x17BF03	.rodata
0x17BF0B	.data
0x17BFF8	 I
0x17C068	0R
0x17C070	0R
0x17C0A8	pR
0x17C0B0	pR
0x17C1F8	Y:
0x17C278	<%
